PID,Name,Title,PublicationType,ContentType,Language,Journal,JournalISSN,JournalEISSN,Status,Volume,Issue,HostPublication,StartPage,EndPage,Year,Edition,Pages,City,Publisher,Series,SeriesISSN,SeriesEISSN,ISBN,Urls,ISRN,DOI,ISI,PMID,ScopusId,NBN,LocalId,ArchiveNumber,Keywords,Categories,ResearchSubjects,Projects,Notes,Abstract,Opponents,Supervisors,Examiners,Patent,ThesisLevel,Credits,Programme,Subject,Uppsok,DefencePlace,DefenceLanguage,DefenceDate,CreatedDate,PublicationDate,LastUpdated
"1291406","Stavenow-Hidemark, Elisabet (Nordiska museet [877150])","Korsstygnsförlagor","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","91","104","1959","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1180","e269713a-816a-4480-ab59-dc176e787285","","Korsstygn","Humaniora och konst (6)","Dräkt och textil","","","","","","","","","","","","","","","","2019-02-25","2019-02-25","2019-02-25"
"1235530","Erixon, Sigurd (Nordiska museet [877150])","Korta linfästen","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","49","","1929","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-513","c0fdcc7d-4db7-44b6-bf93-6002f7469beb","","Lin - bearbetning;Handarbete","Etnologi (60503)","Dräkt och textil","","","","","","","","","","","","","","","","2018-07-26","2018-07-26","2018-11-12"
"1245357","Lithberg, Nils (Nordiska museet [877150])","Koskällan","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","1","18","1914","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-744","e727ec32-165b-438d-9e50-cd12c6e7539c","","Skällor","Etnologi (60503)","Naturbruk och agrarhistoria","","","","","","","","","","","","","","","","2018-09-05","2018-09-05","2018-11-14"
"1303788","Klintberg, Bengt af","Kreaturens trånad","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Husdjuren och vi","51","64","1986","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1573","b2c7feca-d281-42fe-95af-1a2bb1da013d","","Husdjur;Djurhälsa;Folkmedicin;HIstoria","Etnologi (60503)","Etnologi;Naturbruk och agrarhistoria;Seder och bruk","","","","","","","","","","","","","","","","2019-04-10","2019-04-10","2019-04-12"
"1292812","Lagercrantz, Bo (Nordiska museet [877150])","""Kredens med 8 pokaler att dricka utur...""","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","150","153","1962","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1251","9c7f18da-89b4-4792-84cc-c267ab7fd885","","Dryckeskärl;1600-talet;1700-talet","Konst (604)","Mat och dryck;Insamling och samlingsvård;Nordiska museet","","","","","","","","","","","","","","","","2019-03-01","2019-03-01","2019-03-04"
"1293357","Nylén, Anna-Maja (Nordiska museet [877150])","Kretongmönster för industrin","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","223","225","1961","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1292","47b66fa7-43e4-4d03-adad-55b1ff8632f5","","Tyger;Textilier;1930-talet","Konst (604)","Dräkt och textil;Insamling och samlingsvård;Nordiska museet","","","","","","","","","","","","","","","","2019-03-04","2019-03-04","2019-03-04"
"1282344","Lagercrantz, Bo (Nordiska museet [877150])","Kring Carl Eldhs juvelskrin","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","175","188","1950","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1041","f873fe5b-eafe-4572-b666-5ca34c26922c","","Smycken;Skrin;Sekelskiftet 1900","Konst (604)","Materiell kultur","","","","","","","","","","","","","","","","2019-01-24","2019-01-24","2019-01-24"
"1235434","Bæckström, Arvid (Nordiska museet [877150])","Kring ett lusthus från Karl XIV Johans Djurgården","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","161","210","1939","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-506","a4d8861d-1e23-4854-baa3-90905ed8ac03","","Byggnader;Lusthus","Etnologi (60503)","Hem och bostad","","","","","","","","","","","","","","","","2018-07-25","2018-07-25","2018-11-05"
"1294421","Philipson, Barbro (Nordiska museet [877150])","Kring Mors och Fars dag","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","135","142","1965","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1328","8e1a3dd7-9928-486c-b146-4d21c43ad24f","","Mors dag;Fars dag","Annan humaniora (605)","Seder och bruk;Livets och årets högtider","","","","","","","","","","","","","","","","2019-03-07","2019-03-07","2019-03-08"
"1203996","Hidemark, Ove (Nordiska museet [877150]);Stavenow-Hidemark, Elisabet (Nordiska museet [877150])","Kring svensk bostad : Ett utställningsprojekt","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","119","136","1972","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","9171080570","","","","","","","urn:nbn:se:nordiskamuseet:diva-138","edc74e3f-4f49-4c96-9d9d-ad33e6f85e53","","Bostäder;Sverige;Utställningar","Kulturstudier (60502)","Hem och bostad;Nordiska museet","","","","","","","","","","","","","","","","2018-05-05","2018-05-05","2019-03-19"
"1292903","Berg, Gösta (Nordiska museet [877150])","Kringlor och pepparkakor","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","61","80","1963","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1259","3b3621e8-0a95-4611-855d-c3a6692dea74","","Bagerier;Bagare;Bakverk;Sverige","Annan humaniora (605)","Mat och dryck;Kulturhistoria;Seder och bruk","","","","","","","","","","","","","","","","2019-03-01","2019-03-01","2019-03-04"
"1289576","Gentz, Lauritz (Nordiska museet [877150])","Kristus avbildad såsom apotekare","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","107","114","1957","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1144","aff5efa9-376d-41d8-9540-189f0b463503","","Kristen konst och symbolik;Museisamlingar;Nordiska museet","Bildkonst (60401)","Historia;Kulturhistoria;Nordiska museet","","","","","","","","","","","","","","","","2019-02-18","2019-02-18","2019-02-19"
"1298101","Bonds, Gunvor (Nordiska museet [877150])","Kritpipor från Ryssviken","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","33","56","1977","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1456","4e728685-cc4d-4ce7-931e-e39b4f711ed5","","Kritpipor","Humaniora och konst (6)","Kulturhistoria;Materiell kultur","","","","","","","","","","","","","","","","2019-03-21","2019-03-21","2019-03-25"
"1291893","Brunius, Jan (Nordiska museet [877150])","Krukor från Höganäs","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årbok","214","216","1960","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1213","c3882a4b-756b-472b-9dac-9f37c276fdc9","","Krukor;Höganäs","Humaniora och konst (6)","Insamling och samlingsvård;Nordiska museet","","","","","","","","","","","","","","","","2019-02-26","2019-02-26","2019-02-27"
"1238864","Nilsson, Axel (Nordiska museet [877150])","Kryptbilderna i Lunds domkyrka","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","42","53","1908","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-571","b1de6970-72f8-4d0a-83c1-22348feec773","","Kyrkokonst","Bildkonst (60401)","Kulturhistoria","","","","","","","","","","","","","","","","2018-08-14","2018-08-14","2018-11-19"
"1292736","Berg, Gösta (Nordiska museet [877150])","Kräftorna i svensk matkultur","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","63","84","1962","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1240","21ed3e61-c24f-40dc-9533-843b25b41b99","","Kräftor;Matkukltur;Sverige;Historia","Historia (60101)","Kulturhistoria;Mat och dryck;Historia","","","","","","","","","","","","","","","","2019-03-01","2019-03-01","2019-03-04"
"1235602","Rasmusson, Nils Ludvig (Nordiska museet [877150])","Kröningspenningar till bondeståndet : till kastpenningarnas historia","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","77","86","1940","","","Stockholm","Nordiska Afrikainstitutet","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-533","6ca78569-a0d2-4a73-bc3a-06049fd4f03e","","","Etnologi (60503)","Seder och bruk","","","","","","","","","","","","","","","","2018-07-26","2018-07-26","2018-11-05"
"1242418","Lampa, Sven (Nordiska museet [877150])","Kubbgubben","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","244","246","1912","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-671","2873bfd9-c8f9-4be3-b0ec-a529302d14d7","","Bröllop;Lekar","Etnologi (60503)","Seder och bruk","","","","","","","","","","","","","","","","2018-08-28","2018-08-28","2018-11-15"
"1235420","Lindqvist, Sune (Nordiska museet [877150]);Hult De Geer, Ebba (Nordiska museet [877150])","Kubbstolen från Sauland","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","99","130","1939","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-501","b05da6cb-6617-445f-9063-84fd7dab9cf0","","Möbler;Stolar","Etnologi (60503)","Hem och bostad","","","","","","","","","","","","","","","","2018-07-25","2018-07-25","2018-11-05"
"1289343","Liedgren, Rut (Nordiska museet [877150])","Kulinariska studier i 1800-talets Stockholm","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","41","66","1956","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1128","af691ee6-9f4f-49e7-8813-5524b68d0eeb","","Matlagning;Mat och dryck;Livsmedel;1800-talet;Stockholm","Historia (60101)","Mat och dryck","","","","","","","","","","","","","","","","2019-02-18","2019-02-18","2019-02-19"
"1366024","Knutsson, Johan (Nordiska museet [877150])","Kulturarv som inspirerar : Skansen som källa för nyskapande","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Skansen 125","162","181","2016","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-2128","2f424f55-4da1-43fd-90fa-2f614fe79704","","Kulturarv;Skansen","Annan humaniora (605)","Skansen","","","","","","","","","","","","","","","","2019-10-28","2019-10-28","2019-10-28"
"1318671","Svensson, Birgitta (Nordiska museet [877150])","Kulturarvsturismens natur","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Leva med naturen","131","143","1999","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1766","ce96af53-cd72-404b-96e4-4f35d520089a","","Kulturarv;Turism;Naturen","Annan humaniora (605)","Kulturhistoria","","","","","","","","","","","","","","","","2019-05-28","2019-05-28","2019-05-29"
"1307882","Lövgren, Karin (Nordiska museet [877150])","Kulturer möts","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","I glädje och sorg","77","98","1994","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1696","085453e4-5549-45e4-85a4-9fd87b2620df","","Traditioner;Bröllop;Dop","Annan humaniora (605)","Seder och bruk;Etnologi","","","","","","","","","","","","","","","","2019-04-29","2019-04-29","2019-05-02"
"1293685","Sjöqvist, Kerstin (Nordiska museet [877150])","Kulturhistorisk jul på Skansen","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","33","50","1964","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1297","8c6255e2-f7da-4088-bda0-cf24aeb16fc0","","Julen;Julseder;Luciafirande;Skansen","Etnologi (60503)","Kulturhistoria;Skansen;Seder och bruk","","","","","","","","","","","","","","","","2019-03-05","2019-03-05","2019-03-08"
"1233810","Enqvist, Arvid (Nordiska museet [877150])","Kulturhistoriska notiser och traditioner från 1600-talet från Öland och Småland","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","16","36","1930","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-330","eb5acb97-1267-4859-8f38-dc966402a69d","","Kulturhistoria","Historia (60101)","Historia","","","","","","","","","","","","","","","","2018-07-19","2018-07-19","2018-11-07"
"1296909","Hansson, Hans (Nordiska museet [877150])","Kulturhistoriskt avskräde","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","187","196","1970","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1419","d9586171-b1aa-403e-89f8-df399c780616","","Stockholm;Historia","Annan humaniora (605)","Byggnader och bebyggelse;Kulturhistoria","","","","","","","","","","","","","","","","2019-03-18","2019-03-18","2019-03-18"
"1322580","Koctürk, Tahire","Kulturspecifika kolhydrater","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Gott om mat","157","162","2001","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1810","b104604d-cbf9-439d-8c91-34d7ea950fcf","","Mat och dryck;Kulturell identitet;Kolhydrater","Annan humaniora (605)","Mat och dryck","","","","","","","","","","","","","","","","2019-06-11","2019-06-11","2019-06-12"
"1292774","Bonge, Inger (Nordiska museet [877150])","Kunglig koppar","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","145","150","1962","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1250","f9d5dd7a-a00f-4159-9bba-03142cff0b6f","","Koppararbeten","Konst (604)","Mat och dryck;Insamling och samlingsvård;Nordiska museet","","","","","","","","","","","","","","","","2019-03-01","2019-03-01","2019-03-04"
"1292896","Axel-Nilsson, Christian (Nordiska museet [877150])","Kungliga Boktryckeriets stilgjuteri i Stockholm","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","45","60","1963","","","Styockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1258","00a91430-99d7-462f-a4af-7e2a68849804","","Boktryckerier;Stockholm;Typsnitt","Historia (60101)","Historia;Näringar och arbetsliv","","","","","","","","","","","","","","","","2019-03-01","2019-03-01","2019-03-04"
"1234441","Thorman, Elisabeth (Nordiska museet [877150])","Kungligt dukfragment i Nordiska Museet","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","79","88","1937","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-457","157720cf-a845-4a47-8483-e30d6a42a723","","Duktyg;Dukar","Etnologi (60503)","Dräkt och textil","","","","","","","","","","","","","","","","2018-07-24","2018-07-24","2018-11-05"
"1295643","Wallin, Sigurd (Nordiska museet [877150])","Kungsberget på Svecians Strängnäsbild","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","183","196","1967","","","Stockholm","Nordiska museets förlag","Handböcker från Nordiska museet;Fataburen","1102-3139;0348-971X","1102-3139;0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1363","0b4f2910-30d0-4c7e-a1bd-c08b6fc6edf8","","Strängnäs;Erik Dahlberg;Suecia antiqa et hodierna;1700-talet","Historia (60101)","Historia","","","","","","","","","","","","","","","","2019-03-12","2019-03-12","2019-03-14"
"1286535","NN, nn","Kungsord om Skansen : tal av H. M. Konungen vid Sollidens invigning den 29 april 1952","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","7","8","1953","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1079","3c553c77-38ad-4bb8-806c-55353d6a4a58","","Solliden;Skansen","Annan humaniora (605)","Skansen","","","","","","","","","","","","","","","","2019-02-07","2019-02-07","2019-02-11"
"1234384","Rudberg, Gunnar (Nordiska museet [877150])","Kvarnstenstillverkningen i Lugnås","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","210","231","1906","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-448","7a0cc63d-0bed-4482-bc66-ba18ebeef70f","","Stenhuggeri;Stenhuggare;Kvarnstenar","Etnologi (60503)","Näringar och arbetsliv","","","","","","","","","","","","","","","","2018-07-24","2018-07-24","2018-11-20"
"1233382","Lindblom, Andreas (Nordiska museet [877150])","""Kvinnans list övergår mannens förstånd"" : En studie i Anders Zorns samlingar.","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","175","184","1931","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-255","28400db9-fa99-4cb1-be17-45f2dffe395e","","Textil;Bildanalys","Bildkonst (60401)","Kulturhistoria","","","","","","","","","","","","","","","","2018-07-17","2018-07-17","2018-11-07"
"1234105","Johansson, Selma (Nordiska museet [877150])","Kvinnlig hemslöjd i Torsby, Lycke och Harestads socknar i Bohuslän","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","51","56","1927","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-386","c9d05164-3cf2-48d4-8b9f-e3fb31518634","","Hemslöjd;Handarbete","Etnologi (60503)","Dräkt och textil;Näringar och arbetsliv","","","","","","","","","","","","","","","","2018-07-23","2018-07-23","2018-11-13"
"1303792","Österman, Annika (Nordiska museet [877150])","Kvinnor och kor","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Husdjuren och vi","65","76","1986","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1574","711c803d-2305-44bb-ae4a-ebad5fa8dc05","","Nordiska museets frågelistor;Boskapsskötsel;Kor","Husdjursvetenskap (402)","Naturbruk och agrarhistoria;Nordiska museet","","","","","","","","","","","","","","","","2019-04-10","2019-04-10","2019-04-12"
"1304843","Bergman, Ingrid (Nordiska museet [877150])","Kvinnorna och byxorna","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Kläder","32","55","1988","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1603","1cff98fc-350e-4906-a140-23c6b5f0f722","","Byxor;Kvinnor;Damkläder","Annan humaniora (605)","Dräkt och textil","","","","","","","","","","","","","","","","2019-04-15","2019-04-15","2019-04-23"
"1296356","NN, nn (Nordiska museet [877150])","Kyrkhelg i  Norrbotten","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","179","188","1968","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1385","8994485e-2103-432f-a6eb-fa99cc5fb41f","","Norrbotten;Kyrkan","Annan humaniora (605)","Etnologi;Kulturhistoria","","","","","","","","","","","","","","","","2019-03-15","2019-03-15","2019-03-15"
"1233296","Boëthius, Gerda (Nordiska museet [877150])","Kyrkhärbret i Älvdalen","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","129","144","1931","","","Stockholm","Nordiska Museet","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-252","1a52f99b-7983-40b2-a7cc-3483c33350a2","","Trä;Byggnadsmaterial;Ornamentik","Etnologi (60503)","Kulturhistoria","","","","","","","","","","","","","","","","2018-07-17","2018-07-17","2018-11-07"
"1267809","Andersson, Aron (Nordiska museet [877150])","Kyrkligt eller profant? : ett par sörmländska oblatskrin","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","45","56","1947","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-983","489ffcfd-aab7-485d-80e3-64319aff82aa","","Skrin;Oblatskrin","Konstvetenskap (60407)","Materiell kultur","","","","","","","","","","","","","","","","2018-12-04","2018-12-04","2018-12-04"
"1320674","Rattfelt, Anette","Känn dig själv! : om strävanden på gym","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Idrottens själ","236","259","2000","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1787","8f6101ea-9fea-4a76-8c40-d73eec21d03d","","Gym;Träning","Annan humaniora (605)","Kulturhistoria","","","","","","","","","","","","","","","","2019-06-05","2019-06-05","2019-06-12"
"1354222","Kristensson, Karolina (Nordiska museet [877150])","Känna igen : Stockholms central, hösten 2015","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Vår vardag - ditt museum","80","85","2017","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-2043","ba0bb742-0e23-4acc-8e08-8a420a7a8988","","Fotografi;Samtidsdokumentation;Flyktingar","Annan humaniora (605)","Etnologi","","","","","","","","","","","","","","","","2019-09-24","2019-09-24","2019-10-15"
"1245852","Hagberg, Louise (Nordiska museet [877150])","Käpp och krycka och kryckeståt","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","129","146","1915","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-784","49182934-91d5-40f6-9218-782fdf885b1c","","Bröllop;Gåvor","Etnologi (60503)","Livets och årets högtider","","","","","","","","","","","","","","","","2018-09-06","2018-09-06","2018-11-15"
"1306712","Brundin, Elisabeth (Nordiska museet [877150])","Kära far och mor låna mig lite mjöl och salt...","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Leka för livet","166","181","1991","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1660","5db531f7-53f1-4e04-bc88-347f6b4e2f62","","Lekar;Rim","Annan humaniora (605)","Kulturhistoria","","","","","","","","","","","","","","","","2019-04-24","2019-04-24","2019-04-25"
"1347101","Waldetoft, Dan (Nordiska museet [877150])","Kärlek bland annat","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","I kärlekens spår","36","51","2012","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-2004","815ea7cb-915b-4a53-8015-86fa44e30839","","Fotografi;Bröllop;Sverige;Kärlek","Annan humaniora (605)","Kulturhistoria","","","","","","","","","","","","","","","","2019-08-30","2019-08-30","2019-09-02"
"1347714","Hedberg, Jonas (Nordiska museet [877150])","Kärlek in på bara skinnet","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","I kärlekens spår","146","157","2012","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-2014","0d68a361-8087-492d-a927-5ff04adfac8d","","Tatuering;Kärlek;Hjärta i konsten","Annan humaniora (605)","Kulturhistoria","","","","","","","","","","","","","","","","2019-09-02","2019-09-02","2019-09-02"
"1313141","Knutsson, Johan (Nordiska museet [877150])","Kärleksgåvor","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","I glädje och sorg","170","189","1994","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1700","ba5f9de6-165e-4544-912c-c856a3bf2715","","Friargåvor;Kärlek;Trolovning","Etnologi (60503)","Etnologi;Seder och bruk","","","","","","","","","","","","","","","","2019-05-02","2019-05-02","2019-05-02"
"1347281","Kättström Höök, Lena (Nordiska museet [877150])","Kärlekslås : - en ritual för evig kärlek","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","I kärlekens spår","93","111","2012","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-2008","ee0a1346-7208-4648-b490-13468f26db3c","","Kärlek;Kärlekslås","Annan humaniora (605)","Kulturhistoria","","","","","","","","","","","","","","","","2019-08-30","2019-08-30","2019-09-02"
